"","population_density","age","income","education","has_bike_lane","bike_prop"
"486",3098.8,40.8,1.00864,200,1,0.272727272727273
"487",5151.5,42.7,0.86835,215,0,0.3
"488",4620.9,39.2,1.04192,265,1,0
"489",5066.8,39.3,1.10848,210,1,0.210526315789474
"490",2476.2,40,1.00608,255,1,0.105263157894737
"491",2759.1,42.3,1.09056,210,0,0.157894736842105
"492",4839.9,40.9,0.85248,280,1,0.16
"493",6344.4,38.5,0.63104,245,1,0.25
"494",5120.1,41.2,0.88832,190,0,0
"495",5397.3,37.9,1.01376,250,1,0.0833333333333333
"496",5233.6,41.8,0.8832,300,1,0
"497",3750.9,39.5,1.01376,215,1,0.0833333333333333
"498",3922.7,41.6,0.79104,190,1,0.1
"499",5000,38.4,1.0112,180,0,0.142857142857143
"500",4397.6,38.7,1.43616,250,1,0.157894736842105
"501",3885.6,41.9,1.00864,150,1,0.142857142857143
"502",2522.8,38.8,0.96512,210,1,0.111111111111111
"503",3301.8,41.9,1.1904,175,0,0.153846153846154
"504",3685.3,41.6,1.02912,300,1,0
"505",3799.8,40.9,1.21856,275,1,0
"506",3720.2,39.1,0.85248,245,1,0
"507",2273.9,41.3,0.78208,210,1,0
"508",2065.5,43.2,1.51296,215,1,0
"509",2683.6,42.5,1.0752,225,1,0.0909090909090909
"510",1146,43.4,1.34656,275,1,0.0769230769230769
"511",2913.8,43.7,1.1904,215,1,0
"512",2637.7,39.7,1.47968,245,1,0.1
"513",3154.8,42.2,1.56928,230,0,0.176470588235294
"514",3959.9,41.4,1.01376,220,0,0.0952380952380952
"515",4249,39.7,1.35168,180,0,0
"516",2740.6,39,0.89344,185,1,0
"517",4206.1,42.4,1.36192,205,0,0.2
"518",1217.2,40.2,1.43872,190,1,0
"519",5182.3,38.5,1.0752,235,0,0.111111111111111
"520",5451.5,38.7,1.0112,220,0,0.16
"521",4472.7,40.7,0.992,305,1,0.263157894736842
"522",6641.1,39.7,0.49536,280,1,0.1
"523",6193.2,43.1,0.48128,215,1,0.111111111111111
"524",6571.4,38.9,0.78336,360,1,0.1
"525",5739.8,39.5,0.9088,265,1,0.121212121212121
"526",5088.7,40,0.9728,200,1,0
"527",4556,39.4,1.23136,230,0,0.136363636363636
"528",3925.7,43.9,1.46944,240,1,0.166666666666667
"529",3027.2,45.6,1.3312,255,1,0.157894736842105
"530",1239,47.4,1.93536,185,1,0
"531",2895.1,47.3,1.57184,235,0,0
"532",659.3,44.1,1.99168,175,1,0
"533",3864.4,40.9,1.4592,185,1,0.375
"534",334.3,41.8,1.664,240,1,0.08
"535",994.5,43.2,2.13504,225,1,0.0952380952380952
"536",3142.7,42.5,1.29792,220,1,0
"537",4603.2,43.6,0.91904,275,1,0.117647058823529
"538",2684.6,40.9,0.91477,175,1,0
"539",3904.5,38.8,1.00352,150,1,0
"540",3954.4,41.8,1.13024,205,1,0
"541",3391.6,38.4,1.408,215,1,0.125
"542",2779.4,42.5,1.22368,245,1,0.0833333333333333
"543",3843,40.6,1.09824,240,1,0.157894736842105
"544",4259.8,42.7,1.3568,230,1,0.105263157894737
"545",3895.8,52.6,0.35883,195,1,0
"546",4621.4,40,0.73472,150,0,0.125
"547",4713.5,40.5,0.77568,120,0,0.166666666666667
"548",4586.6,39.9,0.7808,215,0,0.0666666666666667
"549",2421.4,37.9,0.83072,205,1,0.105263157894737
"550",3730.5,40.5,1.07008,275,1,0.105263157894737
"551",3628.1,43.1,1.11189,240,1,0.142857142857143
"552",3088.1,42.9,1.29792,265,1,0
"553",5003.7,49.8,0.69888,265,1,0
"554",5432.2,38.1,1.39093,305,0,0.230769230769231
"555",4395.6,44.2,0.8448,215,0,0.0952380952380952
"556",7906.2,36.1,0.6848,320,0,0.0588235294117647
"557",4529.5,39.9,0.8832,275,0,0.157894736842105
"558",6109,38.9,0.9216,370,1,0.0833333333333333
"559",3723.9,43.9,1.1392,170,1,0
"560",2894.6,42.1,1.00864,215,1,0.1
"561",3539.4,41.1,1.07008,240,1,0
"562",2769.2,38.3,1.2416,165,1,0
"563",4445.3,52.6,1.19424,160,1,0
"564",527.6,42.6,1.23733,240,1,0
"565",2272.3,44.2,1.09824,170,1,0.105263157894737
"566",2544.9,40,1.04533,315,1,0
"567",3720.3,40.4,0.96,200,1,0.136363636363636
"568",1561.5,45.1,0.74496,360,1,0
"569",860,40,0.42688,160,1,0
"570",7358.2,37.7,0.75776,100,0,0
"571",9415.1,38.2,0.76544,60,0,0
"572",9142.2,39.1,0.73643,70,1,0
"573",10275.2,38.3,0.58176,100,0,0
"574",10213.9,37.3,0.78592,145,0,0
"575",10722.7,37.1,0.59264,110,0,0
"576",7219.1,34.8,0.68864,25,0,0
"577",10764.4,38.8,0.75264,95,1,0.0454545454545455
"578",1305.7,38.5,0.72064,120,1,0
"579",2193,40.4,0.5696,105,1,0
"580",6292.5,39.9,0.832,170,1,0
"581",6058.1,42.8,0.86784,140,0,0
"582",4450.6,44.6,0.912,120,1,0
"583",7715,63.4,0.416,100,1,0
"584",5146.9,38.1,0.89856,150,1,0
"585",7587.4,42.5,0.76544,205,1,0
"586",8282.2,43,0.94464,145,1,0.136363636363636
"587",459.3,49.1,0.89216,120,1,0.166666666666667
"588",3736.3,46.6,1.02016,120,1,0
"589",11623,40.4,0.43648,145,1,0
"590",5383.2,43.2,0.76032,115,0,0
"591",5130.9,41.1,0.77312,160,1,0.0606060606060606
"592",5618.8,41.3,0.78848,170,1,0
"593",5896.6,41.1,0.81152,135,1,0
"594",6247.7,42.9,0.74496,200,0,0
"595",6129,41.1,0.81664,105,0,0
"596",5190.6,45.5,0.77248,155,0,0
"597",7775.8,44.4,0.73344,260,0,0.0392156862745098
"598",6103.7,43.2,0.69803,60,0,0
"599",3841.2,44.3,0.90112,115,0,0.111111111111111
"600",8366.8,43.9,0.63744,50,0,0
"601",6225.3,40.7,0.69504,360,0,0.0357142857142857
"602",14332.7,37.2,0.64128,170,0,0.05
"603",10631.6,38.1,0.5152,55,0,0
"604",6102.2,39,0.72448,110,1,0
"605",7894.7,40,0.63232,135,1,0
"606",7306,40.2,0.832,125,0,0
"607",20659.7,39.8,0.49984,285,1,0
"608",5573.3,41.1,0.73984,75,0,0
"609",7824.7,43.1,0.51776,75,0,0.105263157894737
"610",7029.6,41.8,0.74496,105,0,0
"611",7282.3,42.4,0.59072,100,1,0
"612",4543.9,40.8,0.80256,95,0,0
"613",7442.2,41.5,0.64128,70,1,0
"614",6811.6,42.5,0.60032,85,1,0.0740740740740741
"615",7907.5,42.1,0.67648,70,1,0
"616",7864.5,41.1,0.70144,110,0,0.0769230769230769
"617",3289.1,51.2,0.71936,85,1,0
"618",6423.6,42.9,0.73728,125,1,0
"619",6120.7,42.4,0.65109,100,1,0.0833333333333333
"620",4692.5,39.7,0.78848,125,1,0.0625
"621",6649.4,44.4,0.77568,85,1,0
"622",6063.7,40.9,0.79616,130,1,0.0740740740740741
"623",4946.4,44.3,0.68992,95,1,0
"624",3886.8,42.7,0.68864,160,1,0
"625",1492,37.6,0.672,70,1,0
"626",9565.2,42,0.20704,30,0,0
"627",4914.8,35,0.47403,60,1,0
"628",6535.8,41.3,0.66304,110,0,0.0967741935483871
"629",7518.5,40.4,0.73088,95,0,0
"630",5621.8,42.3,0.63616,80,0,0
"631",5629.8,44.7,0.6912,140,0,0
"632",6354.2,48.3,0.66816,155,0,0
"633",4876.3,44.3,0.68608,130,0,0
"634",7007.7,41.2,0.57472,100,0,0
"635",6496.1,44.3,0.66944,90,1,0
"636",9736.8,43,0.3968,125,1,0.0526315789473684
"637",6424.8,41.5,0.6464,90,1,0
"638",5765.8,42.2,0.77568,65,1,0.0666666666666667
"639",20843.4,40.6,0.5952,130,0,0
"640",5334,43.7,0.71424,110,1,0.0714285714285714
"641",2440.5,40.5,0.37547,70,1,0.125
"642",2812.7,38.6,0.73984,180,1,0.0769230769230769
"643",4858.1,37.5,0.57557,225,1,0.103448275862069
"644",7168.5,40.6,0.69888,230,1,0.107142857142857
"645",5917.8,39.8,0.95616,260,1,0.181818181818182
"646",6122.4,41.8,0.84736,165,1,0.173913043478261
"647",4955.3,42,0.70827,105,1,0
"648",6620.5,39.9,0.80384,100,1,0
"649",5618.5,39.3,0.7296,155,1,0.192307692307692
"650",8111.8,36.7,0.7424,245,0,0
"651",6807.9,39.1,0.88832,125,1,0.238095238095238
"652",7434.1,40.3,0.8832,100,0,0.111111111111111
"653",7317.9,37.8,0.62336,135,0,0.115384615384615
"654",2849.8,38.7,0.78507,105,1,0
"655",6928.6,42.5,0.78208,130,1,0.0869565217391304
"656",5743.5,44,0.76288,85,0,0
"657",4621.5,43,0.55808,100,0,0.0869565217391304
"658",1263.1,43.3,0.63744,85,1,0
"659",1600.7,39.3,0.72192,170,1,0.0571428571428571
"660",4570.6,45.1,0.51243,110,1,0
"661",6782.5,46.6,0.57728,105,1,0
"662",4175.1,42.3,0.65451,115,1,0
"663",5785.9,39.3,0.69248,125,1,0.0555555555555556
"664",6148.6,41.4,0.81067,140,1,0.0571428571428571
"665",7390.8,40,0.76672,80,1,0
"666",8731.7,38.2,0.67328,65,1,0
"667",11698.6,43,0.4416,225,0,0
"668",4805.1,40.7,0.6912,135,1,0
"669",6632.5,40.2,0.6336,85,0,0
"670",9420.3,41.5,0.68096,165,0,0.0681818181818182
"671",8021.1,40.7,0.74752,135,0,0
"672",6438.6,39.2,0.608,70,0,0
"673",10000,40.2,0.62208,90,1,0
"674",11036.1,41.6,0.68181,85,0,0
"675",7631.1,38.3,0.54485,100,0,0
"676",9901.6,38.8,0.592,60,0,0
"677",34666.7,32.1,0.51072,280,1,0
"678",7837.8,39,0.58752,100,1,0
"679",8589.7,38.5,0.57643,145,1,0
"680",6993.4,42.1,0.624,105,1,0
"681",7167.7,44.7,0.36992,85,0,0
"682",8060.7,41.7,0.69184,190,1,0
"683",7567.3,41.6,0.67328,165,0,0
"684",6453,41.2,0.72256,165,1,0
"685",4482.3,41.2,0.7296,165,0,0.0588235294117647
"686",5858.9,43.3,0.84736,175,1,0
"687",2014.4,41.1,0.69632,120,1,0.0571428571428571
"688",8652.7,41.1,0.59776,210,1,0.0512820512820513
"689",4180.3,44.2,0.6784,125,1,0.105263157894737
"690",6233.5,42.2,0.62848,105,0,0
"691",8054.8,40.8,0.7168,90,1,0
"692",9505.2,38.2,0.6656,150,0,0
"693",5945.6,42.6,0.66816,80,0,0
"694",4164.9,41.5,0.73728,85,0,0
"695",8467.7,51.7,0.27136,120,0,0
"696",2379,37.8,0.8064,505,1,0.0326086956521739
"697",1652.2,42.9,0.91008,310,1,0
"698",4925.4,53.4,0.77483,170,1,0
"699",8345.7,40.6,0.66901,210,1,0
"700",4942.2,41.5,0.61504,385,1,0.0444444444444444
"701",5591.1,44.3,0.72533,125,0,0
"702",4654.1,40.6,0.83584,60,1,0.0869565217391304
"703",4630.4,43.1,0.89856,45,1,0
"704",7020,40.9,0.75648,50,1,0
"705",6599.8,41.1,0.7808,165,1,0.0714285714285714
"706",8092.6,41.8,0.66816,90,1,0.05
"707",8072.6,39.9,0.73344,100,1,0
"708",5053.8,40.9,0.85376,85,1,0
"709",3937.3,44.1,1.04192,110,1,0
"710",2238.7,45.2,0.85504,60,1,0
"711",5423.5,35.8,0.6784,150,1,0
"712",8857.1,39.8,0.8064,65,0,0
"713",10737.8,38.9,0.65536,115,0,0.0625
"714",8650.5,41.2,0.63872,155,0,0
"715",5787.7,41,0.7296,115,1,0.0555555555555556
"716",8305.9,39.5,0.48896,85,0,0.0810810810810811
"717",10128.7,39.7,0.65024,185,0,0.0638297872340425
"718",11376.6,47.2,0.83968,85,0,0
"719",7979.5,40.2,0.69248,110,1,0
"720",6795,39.2,0.70315,95,0,0
"721",9699.4,38.1,0.71936,130,0,0
"722",7258.3,42.3,0.68864,120,0,0.0666666666666667
"723",7464.3,40.8,0.69547,145,1,0.0714285714285714
"724",1201,36,0.48384,390,1,0.0666666666666667
"725",2975.5,38,0.57728,120,1,0
"726",16198.8,40,0.69291,275,0,0.0645161290322581
"727",18882.4,40.9,0.61792,180,0,0.15
"728",11306.2,45.4,0.96939,700,1,0.0933333333333333
"729",10393,43.1,0.8576,365,1,0.162162162162162
"730",16183.8,39,0.54464,300,1,0.09375
"731",15258.3,38.8,0.46025,415,1,0.0980392156862745
"732",18274.6,35.8,0.53568,550,1,0.0806451612903226
"733",18587.9,38,0.54272,285,0,0.116279069767442
"734",10324.3,38.2,0.59904,305,1,0.0810810810810811
"735",13750,41.4,0.55104,225,1,0
"736",10394.7,42.4,0.576,420,1,0.0909090909090909
"737",15146.4,42,1.10848,410,1,0.0909090909090909
"738",15197.6,43.9,0.87296,235,1,0.0666666666666667
"739",17708.3,38.9,0.95744,325,1,0.119047619047619
"740",8663.7,40.7,0.89549,345,1,0.157894736842105
"741",8068.8,37.1,0.89993,4700,1,0.0742753623188406
"742",5864.6,41.8,0.59008,285,1,0.0666666666666667
"743",7030.1,47.7,0.74368,370,1,0.0882352941176471
"744",15641.5,43,0.60416,435,1,0.148148148148148
"745",11139.1,45.5,0.64256,425,1,0.0526315789473684
"746",6073.2,37.2,0.67712,215,1,0.111111111111111
"747",8661.8,37.8,1.01888,145,1,0.214285714285714
"748",8646.6,36.3,0.76032,290,1,0.13953488372093
"749",9008.7,39.1,0.71526,415,1,0.156862745098039
"750",8861.8,41.1,0.54976,335,1,0.170731707317073
"751",10263.2,38.9,0.54592,335,1,0.178571428571429
"752",12988.2,38.1,0.68352,275,1,0.176470588235294
"753",17027,37.7,0.60032,280,1,0.184210526315789
"754",5195.6,39.3,0.42624,230,0,0.233333333333333
"755",16074.7,38.1,0.704,800,1,0.12280701754386
"756",16104.3,42,0.49984,255,1,0.111111111111111
"757",9864.4,37.2,0.86443,530,1,0.111111111111111
"758",3634.2,36.4,1.31072,255,1,0
"759",36655.5,44.3,0.75179,445,1,0.0512820512820513
"760",11041.7,43.5,0.5536,330,1,0.116666666666667
"761",37874.4,41.8,0.65719,395,1,0.0338983050847458
"762",640.9,48.3,0.12704,50,1,0
"763",30469.8,38.6,0.17072,15,0,0
"764",10369.4,43.3,0.13592,90,1,0.238095238095238
"765",8287.9,51.8,0.24384,90,1,0.08
"766",8514.3,45,0.34389,120,0,0.357142857142857
"767",6939.7,43.4,0.78464,185,1,0.0952380952380952
"768",14476,36,0.2208,30,1,0.166666666666667
"769",2392.7,40.5,0.70912,150,1,0.181818181818182
"770",3130.9,39.6,0.52736,200,1,0.142857142857143
"771",9893.6,36.7,0.66389,185,1,0.181818181818182
"772",18278.1,49.2,0.2528,120,0,0.166666666666667
"773",13551,35.1,0.46848,245,1,0.294117647058824
"774",17336.7,39.1,0.46848,100,0,0.133333333333333
"775",18275.9,39.6,0.41771,140,0,0.142857142857143
"776",15372.7,35.1,0.43392,110,0,0.19047619047619
"777",734,42.1,0.19488,70,1,0.148148148148148
"778",7333.3,39.7,0.48,130,1,0.131578947368421
"779",16014,41.4,0.43349,160,1,0.138888888888889
"780",4473.7,38.3,0.68352,115,1,0.142857142857143
"781",9562.4,40.4,0.43392,125,1,0.105263157894737
"782",17230.2,37.6,0.48256,105,0,0.153846153846154
"783",18526.3,41.6,0.43456,95,0,0.111111111111111
"784",13201.3,42.2,0.36992,140,1,0.0909090909090909
"785",15261.2,39.6,0.42464,105,0,0.0666666666666667
"786",16578.2,42.4,0.47488,195,1,0.111111111111111
"787",11985.1,45.9,0.61248,195,1,0.137931034482759
"788",2420,42.2,0.44928,175,1,0
"789",6726.8,43.3,0.53632,140,1,0.151515151515152
"790",5076.3,40.8,0.896,150,1,0.227272727272727
"791",5529.7,43,0.75008,105,0,0.24
"792",5101.8,43.1,0.97536,125,0,0
"793",4443.6,42,0.74496,155,1,0
"794",2898.3,40.5,0.87467,155,1,0.1
"795",562.9,41.8,0.67584,170,1,0.04
"796",6089.8,40.9,0.67925,235,1,0.0851063829787234
"797",4727.3,43.8,0.8576,115,1,0.1
"798",4933.6,41.5,0.69376,110,1,0.107142857142857
"799",10653.6,39.5,0.50048,115,0,0.157894736842105
"800",5678.7,40.1,0.65792,95,0,0
"801",8100.1,41.5,0.6368,130,0,0.166666666666667
"802",5131,41.5,0.63616,110,1,0.0975609756097561
"803",3748,39.8,0.70784,215,1,0.241379310344828
"804",5687.4,42.8,0.73984,115,1,0.0540540540540541
"805",5017.3,42.1,0.76459,100,1,0.08
"806",5979.2,42.1,0.80768,130,1,0.130434782608696
"807",6641.1,41.2,0.69888,90,1,0.0769230769230769
"808",6534.5,45.6,0.56704,120,1,0.0909090909090909
"809",7295.6,39.8,0.66901,85,1,0.125
"810",4493.8,38.8,0.65877,130,1,0
"811",8546.1,36.4,0.80512,180,0,0.172413793103448
"812",2718.4,37.9,0.63744,195,1,0.206896551724138
"813",54195.4,34.8,0.6752,595,1,0.0277777777777778
"814",1846.3,39.6,1.28768,205,1,0.147058823529412
"815",542.4,43,0.89344,225,1,0
"816",3290.4,41.7,1.0624,215,1,0
"817",5061.8,40.5,1.04192,245,0,0.0689655172413793
"818",1212.1,43.4,1.48992,190,1,0.166666666666667
"819",1680.7,39.7,0.98432,160,1,0.285714285714286
"820",3150.3,40.3,0.89216,285,1,0.1
"821",5943.5,42.9,0.99072,250,1,0.2
"822",6469.9,42,0.90368,370,1,0.0810810810810811
"823",6740.8,39.6,0.68352,230,1,0.0909090909090909
"824",15454.5,36.9,0.58752,255,1,0.172413793103448
"825",898.2,54.9,0.4544,225,1,0
"826",13384.4,47.4,0.49984,330,1,0
"827",1615,48,0.92416,70,1,0
"828",5342.6,42.1,0.80213,140,1,0
"829",5381.7,43.1,0.9472,190,1,0.1
"830",3474.2,40.2,0.63872,280,1,0
"831",4107.5,45.9,0.72192,240,1,0.0833333333333333
"832",4652.6,43.8,0.75008,165,1,0
"833",2997.6,43.9,0.9664,100,1,0.117647058823529
"834",5475.1,41.9,0.7872,165,0,0
"835",3430,41.6,0.80896,115,1,0
"836",5124.9,43,0.78848,160,1,0
"837",5718.1,41.5,0.68864,185,1,0
"838",6542.6,40.3,0.56917,270,1,0
"839",15384.6,43.3,0.38571,205,0,0.0555555555555556
"840",6471.2,41.7,0.5952,170,1,0
"841",8019.8,42.5,0.55232,215,1,0.0740740740740741
"842",8464.6,40.8,0.49408,140,1,0
"843",4894,43.2,0.90368,180,1,0
"844",6776,38.5,0.79744,190,0,0.0645161290322581
"845",7706.2,40.8,0.57216,90,0,0
"846",4301.7,42.9,0.61056,75,0,0
"847",5899.2,40.5,0.5408,85,0,0
"848",7320.3,45.4,0.62592,55,0,0
"849",7629.8,42.2,0.69504,85,0,0
"850",6801.9,40.4,0.78592,25,0,0
"851",6833.3,44.8,0.73472,160,0,0
"852",8584,42.4,0.58368,100,1,0
"853",7801.9,44.8,0.64896,100,1,0
"854",8213.5,43.4,0.64896,105,0,0
"855",6728,42.2,0.52672,125,0,0
"856",7140,39.2,0.32896,60,1,0
"857",6111.1,41.5,0.73984,80,1,0.0869565217391304
"858",6534.7,42.3,0.63104,115,1,0
"859",4079.7,55.9,0.64576,115,1,0
"860",6540.8,45,0.69888,95,0,0
"861",11057.3,41.9,0.59264,145,0,0.0555555555555556
"862",7149.5,40.6,0.62848,115,1,0
"863",7651.3,43.4,0.60032,95,1,0
"864",7027.4,41.4,0.5248,85,1,0.105263157894737
"865",7457,42.4,0.66901,50,1,0
"866",9868.4,41.3,0.77568,100,1,0
"867",7726.6,42.9,0.62336,75,1,0
"868",8604.7,41.5,0.576,115,1,0
"869",7789.4,40.7,0.5664,90,1,0.0714285714285714
"870",6256.6,39.7,0.63403,225,1,0.05
"871",5722.2,42.9,0.70656,70,1,0
"872",7575.1,38.2,0.57728,155,1,0.075
"873",35103.7,41.8,0.47616,375,0,0.106060606060606
"874",35983.9,39.4,0.51072,350,0,0.0806451612903226
"875",31764.7,42.7,0.53504,510,1,0.107692307692308
"876",35110.4,42.4,0.45696,435,1,0.105263157894737
"877",22630.7,50.5,0.60128,710,1,0.0909090909090909
"878",18970,41.8,0.48128,355,1,0.0895522388059701
"879",25150.2,36.3,0.65728,995,1,0.0234375
"880",2335.7,37,0.5696,300,1,0
"881",54823.5,41.4,0.6208,445,1,0.0555555555555556
"882",31356.9,44.5,0.66688,545,1,0.0833333333333333
"883",11001.4,45.6,1.02485,320,0,0
"884",41708.9,44.6,0.93952,680,1,0.0447761194029851
"885",26626.5,38.3,0.97024,290,1,0
"886",27558.1,39.4,0.86272,270,1,0
"887",56832.3,42.2,0.80128,460,1,0.06
"888",26819.9,37.1,0.6144,295,1,0
"889",44444.4,36.9,0.61952,175,1,0
"890",29467.5,42,0.77483,615,1,0.0307692307692308
"891",70337.1,37.7,0.58688,300,0,0.0689655172413793
"892",55570.5,39.5,0.7232,430,0,0.0377358490566038
"893",62371.1,39.8,0.64043,280,0,0
"894",9894.7,39.5,0.61355,335,1,0.0512820512820513
"895",11857.1,40.1,0.76928,360,1,0.03125
"896",18911.4,42.8,0.608,410,1,0.046875
"897",2665.5,38.4,1.01632,150,1,0.105263157894737
"898",9044.8,45.2,0.50688,160,1,0
"899",68363.6,39.8,0.5472,320,1,0
"900",11828.9,33.6,0.52864,195,0,0
"901",7145.4,49.2,0.67669,205,0,0
"902",5789.5,39.7,0.75008,95,0,0.0909090909090909
"903",3816.8,42.2,0.44288,245,1,0.0925925925925926
"904",17879.7,44.2,0.40149,230,0,0.0714285714285714
"905",7385.5,44.7,0.9344,195,1,0
"906",3221,44.4,0.71424,170,1,0.216216216216216
"907",27108.4,50.8,0.27328,110,1,0
"908",22814.8,43.3,0.32512,250,1,0.0344827586206897
"909",21804.1,51.4,0.19008,60,0,0.08
"910",29056.6,42.5,0.2032,250,1,0.222222222222222
"911",27601,48.5,0.33344,290,1,0.0384615384615385
"912",19664.6,41.5,0.30016,570,1,0.0714285714285714
"913",5721,48.5,0.17261,150,1,0.147058823529412
"914",297.9,47.1,0.58816,535,1,0.104477611940299
"915",49539.5,42,0.53184,355,1,0.0701754385964912
"916",28048.8,48.3,0.48256,365,1,0.130434782608696
"917",28536.6,46.4,0.46549,430,0,0.114754098360656
"918",24659.1,43.2,0.48256,215,0,0.148148148148148
"919",22623.4,43.8,0.52128,355,1,0.129032258064516
"920",23018.9,38.9,0.44672,155,1,0
"921",30000,58.1,0.33728,130,1,0
"922",41964.3,40.9,0.54699,315,1,0.0357142857142857
"923",26687.9,36.3,0.47232,230,1,0.0714285714285714
"924",41062.5,40.6,0.48341,330,0,0.150943396226415
"925",37374.3,40.1,0.62976,255,0,0.0425531914893617
"926",35838.2,39.7,0.55808,265,1,0.04
"927",41073.4,36.8,0.45696,305,0,0.0701754385964912
"928",26838.7,42.4,0.57984,390,1,0.0833333333333333
"929",26753.2,38.1,0.50048,170,0,0.0789473684210526
"930",34712.6,43.2,0.40064,260,1,0.15
"931",9612.2,42.6,0.35136,250,1,0.13953488372093
"932",29725.5,46.3,0.2848,255,1,0.0697674418604651
"933",40588.2,37.8,0.57088,500,1,0.0897435897435897
"934",14087.5,36.7,0.46464,370,1,0
"935",34080.6,38.7,0.60698,665,1,0.0404040404040404
"936",11308.8,38,0.54016,320,1,0.0416666666666667
"937",32088.6,59.3,0.92928,300,1,0
"938",3564.4,49.3,0.77312,375,1,0.157894736842105
"939",8714.7,46,1.00096,285,1,0.0526315789473684
"940",19650.9,54.2,0.6432,265,1,0.105263157894737
"941",2763.3,47.7,0.79275,310,1,0.0588235294117647
"942",16738.4,49.8,1.02912,250,1,0
"943",6475.9,51.7,0.4256,195,1,0
"944",18450.3,49.8,0.80064,675,1,0.0909090909090909
"945",4734.2,44.4,1.03424,50,0,0
"946",4153.5,45.3,0.90752,120,0,0
"947",4385.5,43,0.83712,45,0,0
"948",5057.2,42.9,0.70592,105,1,0
"949",5371.8,43.1,0.90496,130,0,0
"950",7495.4,38.1,0.7424,40,1,0
"951",7096.5,42.5,0.74752,130,1,0
"952",2945.4,41.1,0.9984,140,1,0
"953",1509.9,41.8,0.98048,180,1,0
"954",5685.4,40.5,0.7104,50,1,0
"955",7529.9,41.3,0.66816,100,1,0.0555555555555556
"956",6845.6,39.7,0.896,125,1,0.0909090909090909
"957",5815.5,40.5,0.71168,190,1,0.0689655172413793
"958",6075.4,41.7,0.68864,105,1,0.125
"959",6499.6,47.8,0.65152,160,1,0
"960",4985.6,38.7,0.66816,115,0,0.12
"961",7642.5,40.5,0.54272,130,0,0
"962",35113.8,38.3,0.56256,1100,1,0.0179640718562874
"963",5332.4,52.4,1.3568,185,1,0
"964",17036.7,45.6,0.91008,2010,1,0.0257731958762887
"965",17344.6,45.3,0.56,90,1,0.15
"966",13555.6,44.8,0.512,80,0,0.153846153846154
"967",13745.3,43.5,0.51072,190,1,0.153846153846154
"968",15296.8,47,0.25696,525,1,0.0704225352112676
"969",42626.3,35.5,0.76,1315,1,0.031055900621118
"970",7322.9,37.4,0.67913,1490,1,0.0119047619047619
"971",40977.6,38.2,0.65451,930,1,0.0283687943262411
"972",26991.9,38.1,0.46976,610,0,0.0416666666666667
"973",24109.2,45.7,0.49024,320,1,0.0454545454545455
"974",23821.7,35.8,0.5952,210,0,0
"975",24303,39,0.5504,370,1,0.0746268656716418
"976",18375.4,39.9,0.57664,225,1,0.146341463414634
"977",19875,40.6,0.42752,455,1,0.0506329113924051
"978",24195.4,50.4,0.74837,665,1,0.0384615384615385
"979",15446.1,44.8,0.85952,655,1,0.032258064516129
"980",22169.8,47.3,0.80128,505,1,0.0476190476190476
"981",14073,40.5,0.79232,290,1,0.142857142857143
"982",19340.7,42,0.84992,445,0,0
"983",10136.4,38.8,0.78592,550,1,0.0833333333333333
"984",22750.9,44.8,0.68608,370,1,0
"985",2747.6,41.9,0.82688,85,1,0
"986",61307.7,35.6,0.72192,400,0,0.0491803278688525
"987",7260.9,46.8,0.98816,455,1,0
"988",4425.6,36.2,0.80811,985,1,0
"989",16438.6,35.5,0.72082,2305,1,0.0536277602523659
"990",36598.2,41.1,0.9792,480,1,0.0434782608695652
"991",17697.8,36.5,0.73933,740,1,0.0294117647058824
